SystemName,PlanetName,BodyType,PlanetFormID,PlanetEditorID,StarSystemID,ParentPlanetID,PlanetID,ResourceCategory,ResourceFormID,ResourceEditorID,ResourceName,Rarity
Heinlein,Heinlein IV-b,Moon,0005DF13,HeinleinIV-bPlanetData,71731,4,16,Organic,00077821,ResOrgCommonFiber,Fiber,Common
Heinlein,Heinlein IV-b,Moon,0005DF13,HeinleinIV-bPlanetData,71731,4,16,Organic,0007782D,ResOrgCommonSealant,Sealant,Common
Heinlein,Heinlein IV-b,Moon,0005DF13,HeinleinIV-bPlanetData,71731,4,16,Organic,000777FA,ResOrgCommonStructural,Structural,Common
Heinlein,Heinlein IV-b,Moon,0005DF13,HeinleinIV-bPlanetData,71731,4,16,Organic,0022463E,ResOrgCommonToxinFaunaHerbivore,Toxin,Common
Heinlein,Heinlein IV-b,Moon,0005DF13,HeinleinIV-bPlanetData,71731,4,16,Organic,00224631,ResOrgUncommonCosmeticFaunaHerbivore,Cosmetic,Uncommon
Heinlein,Heinlein IV-b,Moon,0005DF13,HeinleinIV-bPlanetData,71731,4,16,Organic,0022464F,ResOrgRareSedativeFaunaCarnivore,Sedative,Rare
Heinlein,Heinlein IV-c,Moon,0005DF15,HeinleinIV-cPlanetData,71731,4,18,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Heinlein,Heinlein IV-c,Moon,0005DF15,HeinleinIV-cPlanetData,71731,4,18,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Heinlein,Heinlein IV-c,Moon,0005DF15,HeinleinIV-cPlanetData,71731,4,18,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heinlein,Heinlein IV-d,Moon,0005DF14,HeinleinIV-dPlanetData,71731,4,17,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Heinlein,Heinlein IV-d,Moon,0005DF14,HeinleinIV-dPlanetData,71731,4,17,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heinlein,Heinlein IV-d,Moon,0005DF14,HeinleinIV-dPlanetData,71731,4,17,Inorganic,000057E8,ResInorgRareCarboxylicAcids_L,CarboxylicAcids,Rare
Heinlein,Heinlein IV-e,Moon,0005DF16,HeinleinIV-ePlanetData,71731,4,19,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Heinlein,Heinlein IV-e,Moon,0005DF16,HeinleinIV-ePlanetData,71731,4,19,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heinlein,Heinlein IV-e,Moon,0005DF16,HeinleinIV-ePlanetData,71731,4,19,Inorganic,000057D7,ResInorgUncommonChlorosilanes_L,Chlorosilanes,Uncommon
Heinlein,Heinlein IV-e,Moon,0005DF16,HeinleinIV-ePlanetData,71731,4,19,Inorganic,000057E0,ResInorgExoticCaesium_L,Caesium,Exotic
Heinlein,Heinlein V,Planet,0005DF17,HeinleinVPlanetData,71731,0,5,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Heinlein,Heinlein V,Planet,0005DF17,HeinleinVPlanetData,71731,0,5,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Heinlein,Heinlein V,Planet,0005DF17,HeinleinVPlanetData,71731,0,5,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Heinlein,Heinlein V,Planet,0005DF17,HeinleinVPlanetData,71731,0,5,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heinlein,Heinlein V,Planet,0005DF17,HeinleinVPlanetData,71731,0,5,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Heinlein,Heinlein V,Planet,0005DF17,HeinleinVPlanetData,71731,0,5,Inorganic,000057C3,ResInorgUncommonSilver,Silver,Uncommon
Heinlein,Heinlein V,Planet,0005DF17,HeinleinVPlanetData,71731,0,5,Inorganic,000057E8,ResInorgRareCarboxylicAcids_L,CarboxylicAcids,Rare
Heinlein,Heinlein V,Planet,0005DF17,HeinleinVPlanetData,71731,0,5,Inorganic,000057CD,ResInorgExoticPalladium,Palladium,Exotic
Heinlein,Heinlein V-a,Moon,0005DF19,HeinleinV-aPlanetData,71731,5,13,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Heinlein,Heinlein V-a,Moon,0005DF19,HeinleinV-aPlanetData,71731,5,13,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heinlein,Heinlein V-a,Moon,0005DF19,HeinleinV-aPlanetData,71731,5,13,Inorganic,000057D7,ResInorgUncommonChlorosilanes_L,Chlorosilanes,Uncommon
Heinlein,Heinlein V-a,Moon,0005DF19,HeinleinV-aPlanetData,71731,5,13,Inorganic,000057DA,ResInorgRareLithium,Lithium,Rare
Heinlein,Heinlein V-b,Moon,0005DF18,HeinleinV-bPlanetData,71731,5,12,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Heinlein,Heinlein V-b,Moon,0005DF18,HeinleinV-bPlanetData,71731,5,12,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Heinlein,Heinlein V-b,Moon,0005DF18,HeinleinV-bPlanetData,71731,5,12,Inorganic,000057D8,ResInorgUncommonBeryllium,Beryllium,Uncommon
Heinlein,Heinlein V-b,Moon,0005DF18,HeinleinV-bPlanetData,71731,5,12,Inorganic,000057DB,ResInorgRareNeodymium,Neodymium,Rare
Heinlein,Heinlein V-b,Moon,0005DF18,HeinleinV-bPlanetData,71731,5,12,Inorganic,000057E2,ResInorgExoticEuropium,Europium,Exotic
Heinlein,Heinlein V-c,Moon,0005DF1A,HeinleinV-cPlanetData,71731,5,14,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Heinlein,Heinlein V-c,Moon,0005DF1A,HeinleinV-cPlanetData,71731,5,14,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Heinlein,Heinlein VI-a,Moon,0005DF20,HeinleinVI-aPlanetData,71731,6,24,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Heinlein,Heinlein VI-a,Moon,0005DF20,HeinleinVI-aPlanetData,71731,6,24,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Heinlein,Heinlein VI-a,Moon,0005DF20,HeinleinVI-aPlanetData,71731,6,24,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Heinlein,Heinlein VI-a,Moon,0005DF20,HeinleinVI-aPlanetData,71731,6,24,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heinlein,Heinlein VI-a,Moon,0005DF20,HeinleinVI-aPlanetData,71731,6,24,Inorganic,000057D7,ResInorgUncommonChlorosilanes_L,Chlorosilanes,Uncommon
Heinlein,Heinlein VI-a,Moon,0005DF20,HeinleinVI-aPlanetData,71731,6,24,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Heinlein,Heinlein VI-a,Moon,0005DF20,HeinleinVI-aPlanetData,71731,6,24,Inorganic,000057CD,ResInorgExoticPalladium,Palladium,Exotic
Heinlein,Heinlein VI-a,Moon,0005DF20,HeinleinVI-aPlanetData,71731,6,24,Inorganic,000057DC,ResInorgExoticXenon_G,Xenon,Exotic
Heinlein,Heinlein VI-a,Moon,0005DF20,HeinleinVI-aPlanetData,71731,6,24,Organic,000777E6,ResOrgCommonNutrient,Nutrient,Common
Heinlein,Heinlein VI-a,Moon,0005DF20,HeinleinVI-aPlanetData,71731,6,24,Organic,0022465D,ResOrgCommonNutrientFaunaCarnivore,Nutrient,Common
Heinlein,Heinlein VI-a,Moon,0005DF20,HeinleinVI-aPlanetData,71731,6,24,Organic,00224640,ResOrgCommonNutrientFaunaHerbivore,Nutrient,Common
Heinlein,Heinlein VI-a,Moon,0005DF20,HeinleinVI-aPlanetData,71731,6,24,Organic,0022462C,ResOrgCommonStructuralFaunaHerbivore,Structural,Common
Heinlein,Heinlein VI-a,Moon,0005DF20,HeinleinVI-aPlanetData,71731,6,24,Organic,0022463E,ResOrgCommonToxinFaunaHerbivore,Toxin,Common
Heinlein,Heinlein VI-b,Moon,0005DF1D,HeinleinVI-bPlanetData,71731,6,21,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Heinlein,Heinlein VI-b,Moon,0005DF1D,HeinleinVI-bPlanetData,71731,6,21,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heinlein,Heinlein VI-c,Moon,0005DF1C,HeinleinVI-cPlanetData,71731,6,20,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Heinlein,Heinlein VI-c,Moon,0005DF1C,HeinleinVI-cPlanetData,71731,6,20,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heinlein,Heinlein VI-c,Moon,0005DF1C,HeinleinVI-cPlanetData,71731,6,20,Inorganic,000057DA,ResInorgRareLithium,Lithium,Rare
Heinlein,Heinlein VI-d,Moon,0005DF1F,HeinleinVI-dPlanetData,71731,6,23,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Heinlein,Heinlein VI-d,Moon,0005DF1F,HeinleinVI-dPlanetData,71731,6,23,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heinlein,Heinlein VI-d,Moon,0005DF1F,HeinleinVI-dPlanetData,71731,6,23,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Heinlein,Heinlein VI-e,Moon,0005DF1E,HeinleinVI-ePlanetData,71731,6,22,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Heinlein,Heinlein VI-e,Moon,0005DF1E,HeinleinVI-ePlanetData,71731,6,22,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heinlein,Heinlein VII,Planet,0005DF21,HeinleinVIIPlanetData,71731,0,7,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Heinlein,Heinlein VII,Planet,0005DF21,HeinleinVIIPlanetData,71731,0,7,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Inorganic,000057EB,ResInorgCommonUranium,Uranium,Common
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Inorganic,000057D0,ResInorgUncommonFluorine_G,Fluorine,Uncommon
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Inorganic,000057EC,ResInorgUncommonIridium,Iridium,Uncommon
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Inorganic,000057C4,ResInorgUncommonTungsten,Tungsten,Uncommon
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Inorganic,000057D1,ResInorgRareTetrafluorides_G,Tetrafluorides,Rare
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Organic,00077821,ResOrgCommonFiber,Fiber,Common
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Organic,00224641,ResOrgCommonMetabolicAgentFaunaHerbivore,MetabolicAgent,Common
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Organic,000777E6,ResOrgCommonNutrient,Nutrient,Common
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Organic,00224640,ResOrgCommonNutrientFaunaHerbivore,Nutrient,Common
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Organic,0007782D,ResOrgCommonSealant,Sealant,Common
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Organic,000777FA,ResOrgCommonStructural,Structural,Common
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Organic,0022463E,ResOrgCommonToxinFaunaHerbivore,Toxin,Common
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Organic,002246D7,ResOrgUncommonAntimicrobialFaunaCarnivore,Antimicrobial,Uncommon
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Organic,0022462F,ResOrgUncommonPigmentFaunaHerbivore,Pigment,Uncommon
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Organic,000777FB,ResOrgRareAromatic,Aromatic,Rare
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Organic,00224634,ResOrgRareAromaticFaunaHerbivore,Aromatic,Rare
Heisenberg,Heisenberg II,Planet,0005E1C6,HeisenbergIIPlanetData,83344,0,2,Organic,00224656,ResOrgExoticPolymerFaunaCarnivore,Polymer,Exotic
Heisenberg,Heisenberg III,Planet,0005E1C7,HeisenbergIIIPlanetData,83344,0,3,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Heisenberg,Heisenberg III,Planet,0005E1C7,HeisenbergIIIPlanetData,83344,0,3,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Heisenberg,Heisenberg III,Planet,0005E1C7,HeisenbergIIIPlanetData,83344,0,3,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heisenberg,Heisenberg III,Planet,0005E1C7,HeisenbergIIIPlanetData,83344,0,3,Inorganic,000057C3,ResInorgUncommonSilver,Silver,Uncommon
Heisenberg,Heisenberg IV,Planet,0005E1C8,HeisenbergIVPlanetData,83344,0,4,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Heisenberg,Heisenberg IV,Planet,0005E1C8,HeisenbergIVPlanetData,83344,0,4,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Heisenberg,Heisenberg IV,Planet,0005E1C8,HeisenbergIVPlanetData,83344,0,4,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heisenberg,Heisenberg IV,Planet,0005E1C8,HeisenbergIVPlanetData,83344,0,4,Inorganic,000057D0,ResInorgUncommonFluorine_G,Fluorine,Uncommon
Heisenberg,Heisenberg IV,Planet,0005E1C8,HeisenbergIVPlanetData,83344,0,4,Inorganic,000057C4,ResInorgUncommonTungsten,Tungsten,Uncommon
Heisenberg,Heisenberg IV,Planet,0005E1C8,HeisenbergIVPlanetData,83344,0,4,Inorganic,000057D1,ResInorgRareTetrafluorides_G,Tetrafluorides,Rare
Heisenberg,Heisenberg IX,Planet,0005E1D6,HeisenbergIXPlanetData,83344,0,9,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Heisenberg,Heisenberg IX,Planet,0005E1D6,HeisenbergIXPlanetData,83344,0,9,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Heisenberg,Heisenberg IX,Planet,0005E1D6,HeisenbergIXPlanetData,83344,0,9,Inorganic,000057D8,ResInorgUncommonBeryllium,Beryllium,Uncommon
Heisenberg,Heisenberg V,Planet,0005E1C9,HeisenbergVPlanetData,83344,0,5,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Heisenberg,Heisenberg V,Planet,0005E1C9,HeisenbergVPlanetData,83344,0,5,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Heisenberg,Heisenberg V,Planet,0005E1C9,HeisenbergVPlanetData,83344,0,5,Inorganic,000057EB,ResInorgCommonUranium,Uranium,Common
Heisenberg,Heisenberg V,Planet,0005E1C9,HeisenbergVPlanetData,83344,0,5,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heisenberg,Heisenberg V,Planet,0005E1C9,HeisenbergVPlanetData,83344,0,5,Inorganic,000057CE,ResInorgUncommonCobalt,Cobalt,Uncommon
Heisenberg,Heisenberg V,Planet,0005E1C9,HeisenbergVPlanetData,83344,0,5,Inorganic,000057EC,ResInorgUncommonIridium,Iridium,Uncommon
Heisenberg,Heisenberg V,Planet,0005E1C9,HeisenbergVPlanetData,83344,0,5,Inorganic,000057CC,ResInorgRarePlatinum,Platinum,Rare
Heisenberg,Heisenberg V-a,Moon,0005E1CA,HeisenbergV-aPlanetData,83344,5,12,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Heisenberg,Heisenberg V-a,Moon,0005E1CA,HeisenbergV-aPlanetData,83344,5,12,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Heisenberg,Heisenberg V-a,Moon,0005E1CA,HeisenbergV-aPlanetData,83344,5,12,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Heisenberg,Heisenberg V-a,Moon,0005E1CA,HeisenbergV-aPlanetData,83344,5,12,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Heisenberg,Heisenberg V-a,Moon,0005E1CA,HeisenbergV-aPlanetData,83344,5,12,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heisenberg,Heisenberg V-a,Moon,0005E1CA,HeisenbergV-aPlanetData,83344,5,12,Inorganic,000057D8,ResInorgUncommonBeryllium,Beryllium,Uncommon
Heisenberg,Heisenberg V-a,Moon,0005E1CA,HeisenbergV-aPlanetData,83344,5,12,Inorganic,000057D7,ResInorgUncommonChlorosilanes_L,Chlorosilanes,Uncommon
Heisenberg,Heisenberg V-a,Moon,0005E1CA,HeisenbergV-aPlanetData,83344,5,12,Inorganic,000057E8,ResInorgRareCarboxylicAcids_L,CarboxylicAcids,Rare
Heisenberg,Heisenberg V-a,Moon,0005E1CA,HeisenbergV-aPlanetData,83344,5,12,Organic,00077821,ResOrgCommonFiber,Fiber,Common
Heisenberg,Heisenberg V-a,Moon,0005E1CA,HeisenbergV-aPlanetData,83344,5,12,Organic,000777E6,ResOrgCommonNutrient,Nutrient,Common
Heisenberg,Heisenberg V-a,Moon,0005E1CA,HeisenbergV-aPlanetData,83344,5,12,Organic,000777FA,ResOrgCommonStructural,Structural,Common
Heisenberg,Heisenberg VI-a,Moon,0005E1CE,HeisenbergVI-aPlanetData,83344,6,15,Inorganic,000057EA,ResInorgCommonArgon_G,Argon,Common
Heisenberg,Heisenberg VI-a,Moon,0005E1CE,HeisenbergVI-aPlanetData,83344,6,15,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heisenberg,Heisenberg VI-a,Moon,0005E1CE,HeisenbergVI-aPlanetData,83344,6,15,Inorganic,000057E7,ResInorgUncommonBenzene_G,Benzene,Uncommon
Heisenberg,Heisenberg VI-a,Moon,0005E1CE,HeisenbergVI-aPlanetData,83344,6,15,Inorganic,000057E8,ResInorgRareCarboxylicAcids_L,CarboxylicAcids,Rare
Heisenberg,Heisenberg VI-b,Moon,0005E1CC,HeisenbergVI-bPlanetData,83344,6,13,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Heisenberg,Heisenberg VI-b,Moon,0005E1CC,HeisenbergVI-bPlanetData,83344,6,13,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heisenberg,Heisenberg VI-b,Moon,0005E1CC,HeisenbergVI-bPlanetData,83344,6,13,Inorganic,000057D7,ResInorgUncommonChlorosilanes_L,Chlorosilanes,Uncommon
Heisenberg,Heisenberg VI-b,Moon,0005E1CC,HeisenbergVI-bPlanetData,83344,6,13,Inorganic,000057DA,ResInorgRareLithium,Lithium,Rare
Heisenberg,Heisenberg VI-c,Moon,0005E1CD,HeisenbergVI-cPlanetData,83344,6,14,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Heisenberg,Heisenberg VI-c,Moon,0005E1CD,HeisenbergVI-cPlanetData,83344,6,14,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heisenberg,Heisenberg VII-a,Moon,0005E1D0,HeisenbergVII-aPlanetData,83344,7,16,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Heisenberg,Heisenberg VII-a,Moon,0005E1D0,HeisenbergVII-aPlanetData,83344,7,16,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heisenberg,Heisenberg VIII-a,Moon,0005E1D4,HeisenbergVIII-aPlanetData,83344,8,19,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Heisenberg,Heisenberg VIII-a,Moon,0005E1D4,HeisenbergVIII-aPlanetData,83344,8,19,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heisenberg,Heisenberg VIII-a,Moon,0005E1D4,HeisenbergVIII-aPlanetData,83344,8,19,Inorganic,000057DA,ResInorgRareLithium,Lithium,Rare
Heisenberg,Heisenberg VIII-b,Moon,0005E1D5,HeisenbergVIII-bPlanetData,83344,8,20,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Heisenberg,Heisenberg VIII-b,Moon,0005E1D5,HeisenbergVIII-bPlanetData,83344,8,20,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heisenberg,Heisenberg VIII-b,Moon,0005E1D5,HeisenbergVIII-bPlanetData,83344,8,20,Inorganic,000057C4,ResInorgUncommonTungsten,Tungsten,Uncommon
Heisenberg,Heisenberg VIII-b,Moon,0005E1D5,HeisenbergVIII-bPlanetData,83344,8,20,Inorganic,000057C6,ResInorgRareTitanium,Titanium,Rare
Heisenberg,Heisenberg VIII-c,Moon,0005E1D3,HeisenbergVIII-cPlanetData,83344,8,18,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Heisenberg,Heisenberg VIII-c,Moon,0005E1D3,HeisenbergVIII-cPlanetData,83344,8,18,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Heisenberg,Heisenberg VIII-c,Moon,0005E1D3,HeisenbergVIII-cPlanetData,83344,8,18,Inorganic,000057CB,ResInorgCommonNickel,Nickel,Common
Heisenberg,Heisenberg VIII-c,Moon,0005E1D3,HeisenbergVIII-cPlanetData,83344,8,18,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heisenberg,Heisenberg VIII-c,Moon,0005E1D3,HeisenbergVIII-cPlanetData,83344,8,18,Inorganic,000057C9,ResInorgUncommonAlkanes_G,Alkanes,Uncommon
Heisenberg,Heisenberg VIII-c,Moon,0005E1D3,HeisenbergVIII-cPlanetData,83344,8,18,Inorganic,000057D7,ResInorgUncommonChlorosilanes_L,Chlorosilanes,Uncommon
Heisenberg,Heisenberg VIII-d,Moon,0005E1D2,HeisenbergVIII-dPlanetData,83344,8,17,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Heisenberg,Heisenberg VIII-d,Moon,0005E1D2,HeisenbergVIII-dPlanetData,83344,8,17,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heisenberg,Heisenberg X,Planet,0005E1D7,HeisenbergXPlanetData,83344,0,10,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Heisenberg,Heisenberg X,Planet,0005E1D7,HeisenbergXPlanetData,83344,0,10,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Heisenberg,Heisenberg X,Planet,0005E1D7,HeisenbergXPlanetData,83344,0,10,Inorganic,000057D0,ResInorgUncommonFluorine_G,Fluorine,Uncommon
Heisenberg,Heisenberg X,Planet,0005E1D7,HeisenbergXPlanetData,83344,0,10,Inorganic,000057D2,ResInorgRareGold,Gold,Rare
Huygens,Huygens I,Planet,0005DE02,HuygensIPlanetData,73082,0,1,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Huygens,Huygens I,Planet,0005DE02,HuygensIPlanetData,73082,0,1,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Huygens,Huygens I-a,Moon,0005DE03,HuygensI-aPlanetData,73082,1,10,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Huygens,Huygens I-a,Moon,0005DE03,HuygensI-aPlanetData,73082,1,10,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Huygens,Huygens I-a,Moon,0005DE03,HuygensI-aPlanetData,73082,1,10,Inorganic,000057D8,ResInorgUncommonBeryllium,Beryllium,Uncommon
Huygens,Huygens II,Planet,0005DE0A,HuygensIIPlanetData,73082,0,2,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Huygens,Huygens II,Planet,0005DE0A,HuygensIIPlanetData,73082,0,2,Inorganic,000057C7,ResInorgCommonIron,Iron,Common
Huygens,Huygens II,Planet,0005DE0A,HuygensIIPlanetData,73082,0,2,Inorganic,000057EB,ResInorgCommonUranium,Uranium,Common
Huygens,Huygens II,Planet,0005DE0A,HuygensIIPlanetData,73082,0,2,Inorganic,000057EC,ResInorgUncommonIridium,Iridium,Uncommon
Huygens,Huygens II,Planet,0005DE0A,HuygensIIPlanetData,73082,0,2,Inorganic,000057ED,ResInorgRareVanadium,Vanadium,Rare
Huygens,Huygens II,Planet,0005DE0A,HuygensIIPlanetData,73082,0,2,Inorganic,000057DC,ResInorgExoticXenon_G,Xenon,Exotic
Huygens,Huygens II-a,Moon,0005DE0B,HuygensII-aPlanetData,73082,2,12,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Huygens,Huygens II-a,Moon,0005DE0B,HuygensII-aPlanetData,73082,2,12,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Huygens,Huygens II-a,Moon,0005DE0B,HuygensII-aPlanetData,73082,2,12,Inorganic,000057D8,ResInorgUncommonBeryllium,Beryllium,Uncommon
Huygens,Huygens II-b,Moon,0005DE0C,HuygensII-bPlanetData,73082,2,13,Inorganic,000057D6,ResInorgCommonAluminum,Aluminum,Common
Huygens,Huygens II-b,Moon,0005DE0C,HuygensII-bPlanetData,73082,2,13,Inorganic,000057F5,ResInorgCommonHelium3_G,Helium3,Common
Huygens,Huygens III,Planet,0005DE0D,HuygensIIIPlanetData,73082,0,3,Inorganic,000057D5,ResInorgCommonChlorine_G,Chlorine,Common
Huygens,Huygens III,Planet,0005DE0D,HuygensIIIPlanetData,73082,0,3,Inorganic,000057CF,ResInorgCommonCopper,Copper,Common
Huygens,Huygens III,Planet,0005DE0D,HuygensIIIPlanetData,73082,0,3,Inorganic,000057C1,ResInorgCommonLead,Lead,Common
Huygens,Huygens III,Planet,0005DE0D,HuygensIIIPlanetData,73082,0,3,Inorganic,000083EC,ResInorgCommonWater_L,Water,Common
Huygens,Huygens III,Planet,0005DE0D,HuygensIIIPlanetData,73082,0,3,Inorganic,000057D0,ResInorgUncommonFluorine_G,Fluorine,Uncommon
Huygens,Huygens III,Planet,0005DE0D,HuygensIIIPlanetData,73082,0,3,Inorganic,000057E0,ResInorgExoticCaesium_L,Caesium,Exotic
Huygens,Huygens III,Planet,0005DE0D,HuygensIIIPlanetData,73082,0,3,Organic,00224641,ResOrgCommonMetabolicAgentFaunaHerbivore,MetabolicAgent,Common
Huygens,Huygens III,Planet,0005DE0D,HuygensIIIPlanetData,73082,0,3,Organic,000777E6,ResOrgCommonNutrient,Nutrient,Common
Huygens,Huygens III,Planet,0005DE0D,HuygensIIIPlanetData,73082,0,3,Organic,00224640,ResOrgCommonNutrientFaunaHerbivore,Nutrient,Common
Huygens,Huygens III,Planet,0005DE0D,HuygensIIIPlanetData,73082,0,3,Organic,0007782D,ResOrgCommonSealant,Sealant,Common
Huygens,Huygens III,Planet,0005DE0D,HuygensIIIPlanetData,73082,0,3,Organic,0022462E,ResOrgCommonSealantFaunaHerbivore,Sealant,Common
Huygens,Huygens III,Planet,0005DE0D,HuygensIIIPlanetData,73082,0,3,Organic,000777FA,ResOrgCommonStructural,Structural,Common
Huygens,Huygens III,Planet,0005DE0D,HuygensIIIPlanetData,73082,0,3,Organic,00077823,ResOrgCommonToxin,Toxin,Common
